query_id,db_id,pident,identity_bin,true_label,pred_label_blast,blast_correct
gb|ANK04027.1|ARO:3003838|gadW,gb|AAL23089.1|ARO:3003383|Sent_soxS_MULT,27.381,lt_40,antibiotic efflux,antibiotic efflux,1
gb|CAE00499.1|ARO:3003835|cdeA,gb|ABD31357.1|ARO:3003074|Saur_cls_DAP,23.188,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AAC73788.1|ARO:3003841|kdpE,gb|CDO13981.1|ARO:3003585|Kleb_PhoP_CST,36.161,lt_40,antibiotic efflux,antibiotic efflux,1
gb|NP_862226.1|ARO:3004639|Cstr_tetA,gb|WP_323056190.1|ARO:3007843|VRA-F,32.967,lt_40,antibiotic efflux,antibiotic efflux,1
gb|AAP43109.1|ARO:3003922|oqxA,gb|QIH19826.1|ARO:3005004|Ngon_mtrC_AZM,32.845,lt_40,antibiotic efflux,antibiotic efflux,1
gb|AAP43110.2|ARO:3003923|oqxB,gb|VEH83056.1|ARO:3007544|Erhu_gyrA_ENR,29.762,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|XP_753111.1|ARO:3003942|abcA,gb|WP_323056190.1|ARO:3007843|VRA-F,26.291,lt_40,antibiotic efflux,antibiotic efflux,1
gb|WP_104671188.1|ARO:3003948|efrA,gb|WP_323056190.1|ARO:3007843|VRA-F,28.696,lt_40,antibiotic efflux,antibiotic efflux,1
gb|CDO61516.1|ARO:3003949|efrB,gb|WP_323056190.1|ARO:3007843|VRA-F,30.208,lt_40,antibiotic efflux,antibiotic efflux,1
gb|AAC74000.1|ARO:3003950|msbA,gb|WP_323056190.1|ARO:3007843|VRA-F,27.434,lt_40,antibiotic efflux,antibiotic efflux,1
gb|ADO96486.1|ARO:3003953|hmrM,gb|WMC40549.1|ARO:3007749|Sgal_folP_SLF,36.667,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|BAG75524.1|ARO:3003954|efmA,gb|NP_215774.1|ARO:3004971|Mtub_tap_STR,36.709,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|CCP45647.1|ARO:3003955|efpA,gb|CAA42550.1|ARO:3003028|lmrA,29.782,lt_40,antibiotic efflux,antibiotic efflux,1
gb|AAF40763.1|ARO:3003961|farA,gb|QIH19826.1|ARO:3005004|Ngon_mtrC_AZM,26.818,lt_40,antibiotic efflux,antibiotic efflux,1
gb|AAF40764.1|ARO:3003962|farB,gb|CAA42550.1|ARO:3003028|lmrA,30.547,lt_40,antibiotic efflux,antibiotic efflux,1
gb|AAD08227.1|ARO:3003964|hp1181,gb|CAA42550.1|ARO:3003028|lmrA,28.0,lt_40,antibiotic efflux,antibiotic efflux,1
gb|ABF33001.1|ARO:3003969|lmrP,gb|AFC91898.1|ARO:3003043|Spne_PBP2x_AMX,30.435,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AAC43550.1|ARO:3003967|lfrA,gb|CAA42550.1|ARO:3003028|lmrA,28.155,lt_40,antibiotic efflux,antibiotic efflux,1
gb|AAF74725.1|ARO:3004659|Mef(En2),gb|NP_215774.1|ARO:3004971|Mtub_tap_STR,22.31,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|BAA14147.1|ARO:3004667|Saur_norA,gb|CAG39357.1|ARO:3003901|Saur_GlpT_FOF,25.0,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|ADI87853.1|ARO:3004666|pexA,gb|CAA42550.1|ARO:3003028|lmrA,26.923,lt_40,antibiotic efflux,antibiotic efflux,1
gb|APB03219.1|ARO:3003986|TaeA,gb|WP_323056190.1|ARO:3007843|VRA-F,25.926,lt_40,antibiotic efflux,antibiotic efflux,1
gb|AAG05916.1|ARO:3004073|MuxA,gb|QIH19826.1|ARO:3005004|Ngon_mtrC_AZM,33.143,lt_40,antibiotic efflux,antibiotic efflux,1
gb|APB03214.1|ARO:3003980|tetA(58),gb|WP_323056190.1|ARO:3007843|VRA-F,22.172,lt_40,antibiotic efflux,antibiotic efflux,1
gb|SIP52035.1|ARO:3004054|Paer_CpxR,gb|AAG08162.1|ARO:3003582|basR,37.615,lt_40,antibiotic efflux,antibiotic efflux,1
gb|ANZ79241.1|ARO:3004036|tetB(60),gb|WP_323056190.1|ARO:3007843|VRA-F,25.238,lt_40,antibiotic efflux,antibiotic efflux,1
gb|AET10444.1|ARO:3004032|tetA(46),gb|WP_323056190.1|ARO:3007843|VRA-F,26.794,lt_40,antibiotic efflux,antibiotic efflux,1
gb|AET10445.1|ARO:3004033|tetB(46),gb|WP_323056190.1|ARO:3007843|VRA-F,25.238,lt_40,antibiotic efflux,antibiotic efflux,1
gb|ANZ79240.1|ARO:3004035|tetA(60),gb|WP_323056190.1|ARO:3007843|VRA-F,27.397,lt_40,antibiotic efflux,antibiotic efflux,1
gb|AAG16656.1|ARO:3002705|floR,gb|CAC30845.1|ARO:3003284|Mlep_rpoB_RIF,42.308,40_to_70,antibiotic efflux,antibiotic target alteration,0
gb|AAG05913.1|ARO:3004072|OpmB,gb|AMR95642.1|ARO:3003805|Efae_gshF_DAP,24.107,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|ALH22601.1|ARO:3000620|adeL,gb|NP_217450.1|ARO:3004976|Mtub_ppsD_PZA,30.612,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AAG08375.1|ARO:3004038|Paer_emrE,gb|AAK80188.1|ARO:3004561|Cdif_murG_VAN,37.5,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|CAA77936.1|ARO:3004039|Ecol_emrE,gb|NP_214855.1|ARO:3004135|Mtub_iniB_EMB,48.0,40_to_70,antibiotic efflux,antibiotic efflux,1
gb|CAC41008.1|ARO:3004041|Kpne_acrA,gb|QIH19826.1|ARO:3005004|Ngon_mtrC_AZM,42.249,40_to_70,antibiotic efflux,antibiotic efflux,1
gb|ABG77965.1|ARO:3004042|Eclo_acrA,gb|QIH19826.1|ARO:3005004|Ngon_mtrC_AZM,45.732,40_to_70,antibiotic efflux,antibiotic efflux,1
gb|AAC73565.1|ARO:3004043|Ecol_acrA,gb|QIH19826.1|ARO:3005004|Ngon_mtrC_AZM,45.455,40_to_70,antibiotic efflux,antibiotic efflux,1
gb|ALV80601.1|ARO:3003801|bcr-1,gb|NP_214705.1|ARO:3004981|Mtub_Rv0191_PZA,26.866,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AAG07106.1|ARO:3004056|ArmR,gb|NP_216424.1|ARO:3005102|Mtub_katG_PTO,44.444,40_to_70,antibiotic efflux,antibiotic target alteration,0
gb|AAA22851.1|ARO:3000179|tet(L),gb|CAA42550.1|ARO:3003028|lmrA,26.0,lt_40,antibiotic efflux,antibiotic efflux,1
gb|AEX49906.1|ARO:3003583|basS,gb|CAG39047.1|ARO:3003794|Saur_walK_DAP,26.957,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AAG05882.1|ARO:3000804|MexF,gb|AQA08261.1|ARO:3004097|Smit_CdsA_DAP,43.243,40_to_70,antibiotic efflux,antibiotic target alteration,0
gb|AAG03816.1|ARO:3000379|OprM,gb|CAC35723.1|ARO:3003374|Kaer_acrR_MULT,35.714,lt_40,antibiotic efflux,antibiotic efflux,1
gb|AAG05915.1|ARO:3004074|MuxB,gb|BAE77086.1|ARO:3003316|Ecol_parE_FLO,31.746,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AAG05914.1|ARO:3004075|MuxC,gb|WP_011079201.1|ARO:3007794|Vvul_rpoB_RIF,30.12,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AAG04750.1|ARO:3004077|PmpM,gb|CAA52296.1|ARO:3003729|Saur_ileS_MUP,47.368,40_to_70,antibiotic efflux,antibiotic target alteration,0
gb|CAH14032.1|ARO:3004099|LpeA,gb|QIH19826.1|ARO:3005004|Ngon_mtrC_AZM,23.853,lt_40,antibiotic efflux,antibiotic efflux,1
gb|CAH14033.1|ARO:3004100|LpeB,gb|NP_215705.1|ARO:3004932|Mtub_sigI_INH,50.0,40_to_70,antibiotic efflux,antibiotic target alteration,0
gb|ACF70723.1|ARO:3004103|QepA2,gb|CAA42550.1|ARO:3003028|lmrA,30.047,lt_40,antibiotic efflux,antibiotic efflux,1
gb|AAG05661.1|ARO:3004107|Paer_soxR,gb|CAD09250.1|ARO:3003382|Sent_soxR_MULT,61.871,40_to_70,antibiotic efflux,antibiotic efflux,1
gb|EGP45230.2|ARO:3004142|OprZ,gb|NP_217456.1|ARO:3004978|Mtub_mas_PZA,48.485,40_to_70,antibiotic efflux,antibiotic target alteration,0
gb|EGP45232.2|ARO:3004143|AxyX,gb|QIH19826.1|ARO:3005004|Ngon_mtrC_AZM,40.0,40_to_70,antibiotic efflux,antibiotic efflux,1
gb|EGP45231.1|ARO:3004144|AxyY,gb|AAL82403.1|ARO:3003297|Bbac_gyrA_FLO,31.944,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AFH35853.1|ARO:3001328|Ecol_mdfA,gb|CAA42550.1|ARO:3003028|lmrA,40.476,40_to_70,antibiotic efflux,antibiotic efflux,1
gb|CAD31707.1|ARO:3002691|Sent_cmlA,gb|AQA08261.1|ARO:3004097|Smit_CdsA_DAP,27.473,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AQX36338.1|ARO:3004379|QepA4,gb|CAA42550.1|ARO:3003028|lmrA,30.211,lt_40,antibiotic efflux,antibiotic efflux,1
gb|AMP42492.1|ARO:3004441|tet(59),gb|NP_214705.1|ARO:3004981|Mtub_Rv0191_PZA,31.25,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|ABO11759.2|ARO:3004573|Abau_AbaF,gb|CAA42550.1|ARO:3003028|lmrA,28.07,lt_40,antibiotic efflux,antibiotic efflux,1
gb|ACJ41547.2|ARO:3004574|Abau_AbaQ,gb|CAG39357.1|ARO:3003901|Saur_GlpT_FOF,21.725,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|ACQ82816.1|ARO:3004577|Abau_AmvA,gb|CAA42550.1|ARO:3003028|lmrA,25.42,lt_40,antibiotic efflux,antibiotic efflux,1
gb|BAH63251.1|ARO:3004580|Kpne_KpnE,gb|WP_010891786.1|ARO:3003309|Uure_parC_FLO,25.0,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|BAH63252.1|ARO:3004583|Kpne_KpnF,gb|WP_000072047.1|ARO:3007752|Sisa_gyrB_FLO,50.0,40_to_70,antibiotic efflux,antibiotic target alteration,0
gb|EHL92831.1|ARO:3004588|Kpne_KpnG,gb|QIH19826.1|ARO:3005004|Ngon_mtrC_AZM,24.272,lt_40,antibiotic efflux,antibiotic efflux,1
gb|EOU56998.1|ARO:3004597|Kpne_KpnH,gb|CAA42550.1|ARO:3003028|lmrA,27.807,lt_40,antibiotic efflux,antibiotic efflux,1
gb|AJO67548.1|ARO:3005006|tet(57),gb|NP_214705.1|ARO:3004981|Mtub_Rv0191_PZA,29.688,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AEH26330.1|ARO:3005009|qacE,gb|AFC91828.1|ARO:3003041|Spne_PBP1a_AMX,40.0,40_to_70,antibiotic efflux,antibiotic target alteration,0
gb|AAC44316.1|ARO:3005010|qacEdelta1,gb|AFC91828.1|ARO:3003041|Spne_PBP1a_AMX,40.0,40_to_70,antibiotic efflux,antibiotic target alteration,0
gb|TKW44661.1|ARO:3005040|YajC,gb|NP_218311.1|ARO:3003453|Mtub_embA_EMB,36.364,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|ABZ01840.1|ARO:3005043|cmlA9,gb|CAC30845.1|ARO:3003284|Mlep_rpoB_RIF,42.308,40_to_70,antibiotic efflux,antibiotic target alteration,0
gb|CCN31428.1|ARO:3005049|CrcB,gb|NP_215181.1|ARO:3003283|Mtub_rpoB_RIF,39.286,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AIA35096.1|ARO:3005059|LptD,gb|ADK13120.1|ARO:3004562|Cdif_gyrB_FLO,29.167,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AAG06465.1|ARO:3005063|cprR,gb|AAG08162.1|ARO:3003582|basR,36.486,lt_40,antibiotic efflux,antibiotic efflux,1
gb|AAG06466.1|ARO:3005064|cprS,gb|QWW12915.1|ARO:3007203|Kpne_PhoQ_CST,28.856,lt_40,antibiotic efflux,antibiotic efflux,1
gb|AAG05187.1|ARO:3005067|ParS,gb|CAG39047.1|ARO:3003794|Saur_walK_DAP,27.273,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AAG05188.1|ARO:3005068|ParR,gb|AAG08162.1|ARO:3003582|basR,36.818,lt_40,antibiotic efflux,antibiotic efflux,1
gb|AAC16242.1|ARO:3005069|rsmA,gb|NP_216146.1|ARO:3004721|Mtub_rpsA_PZA,40.741,40_to_70,antibiotic efflux,antibiotic target alteration,0
gb|QHW12307.1|ARO:3005089|mef(D),gb|NP_215774.1|ARO:3004971|Mtub_tap_STR,23.913,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|ADZ12700.1|ARO:3005090|RanB,gb|WP_010891786.1|ARO:3003309|Uure_parC_FLO,26.531,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|ADZ12699.1|ARO:3005091|RanA,gb|WP_323056190.1|ARO:3007843|VRA-F,32.051,lt_40,antibiotic efflux,antibiotic efflux,1
gb|CAA76544.1|ARO:3003836|qacH,gb|AFK58562.1|ARO:3003078|Efac_liaR_DAP,32.258,lt_40,antibiotic efflux,antibiotic efflux,1
gb|AAZ42322.1|ARO:3005098|qacL,gb|NP_217456.1|ARO:3004978|Mtub_mas_PZA,64.286,40_to_70,antibiotic efflux,antibiotic target alteration,0
gb|AAW38464.1|ARO:3004572|Saur_LmrS,gb|CAA42550.1|ARO:3003028|lmrA,24.483,lt_40,antibiotic efflux,antibiotic efflux,1
gb|AGP27106.1|ARO:3007010|norC,gb|CAA42550.1|ARO:3003028|lmrA,22.857,lt_40,antibiotic efflux,antibiotic efflux,1
gb|WP_002289367.1|ARO:3007011|mdeA,gb|CAA42550.1|ARO:3003028|lmrA,30.288,lt_40,antibiotic efflux,antibiotic efflux,1
gb|WP_042355600.1|ARO:3007012|sepA,gb|AAO81566.1|ARO:3003813|Efae_drmA_DAP,44.0,40_to_70,antibiotic efflux,antibiotic target alteration,0
gb|BAB43261.1|ARO:3007013|sdrM,gb|CAA42550.1|ARO:3003028|lmrA,26.115,lt_40,antibiotic efflux,antibiotic efflux,1
gb|AEV23046.1|ARO:3007019|fexB,gb|CAA42550.1|ARO:3003028|lmrA,31.293,lt_40,antibiotic efflux,antibiotic efflux,1
gb|ACN32294.1|ARO:3000237|TolC,gb|WP_001153763.1|ARO:3007052|Hpyl_gyrA_FLO,32.692,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AAG07592.1|ARO:3000806|MexG,gb|AAG04569.1|ARO:3003896|Paer_PhoQ_CST,55.556,40_to_70,antibiotic efflux,antibiotic efflux,1
gb|AAG07594.1|ARO:3000808|MexI,gb|CAC29514.1|ARO:3003298|Mlep_gyrA_FLO,22.115,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AAC75271.1|ARO:3003952|YojI,gb|WP_323056190.1|ARO:3007843|VRA-F,23.636,lt_40,antibiotic efflux,antibiotic efflux,1
gb|APB03215.1|ARO:3003981|tetB(58),gb|ADJ67256.1|ARO:3003769|Saur_mprF,28.049,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AAK37618.1|ARO:3005008|TxR,gb|YP_177995.1|ARO:3004957|Mtub_clpC1_PZA,18.75,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AAB64408.1|ARO:3007050|mreA,gb|AAB52541.1|ARO:3004833|Ngon_PBP1_BLA,31.507,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|QQA64076.1|ARO:3007049|mef(J),gb|NP_215774.1|ARO:3004971|Mtub_tap_STR,25.428,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|QQM99829.1|ARO:3007047|mef(H),gb|NP_215705.1|ARO:3004932|Mtub_sigI_INH,22.857,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|CYF42523.1|ARO:3004047|kdpD,gb|CAG39047.1|ARO:3003794|Saur_walK_DAP,23.077,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|VWQ00850.1|ARO:3003843|leuO,gb|YP_177995.1|ARO:3004957|Mtub_clpC1_PZA,31.667,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|QIQ10744.1|ARO:3007492|tet(62),gb|NP_218310.1|ARO:3003327|Mtub_embC_EMB,31.915,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|QJR33972.1|ARO:3007493|tet(63),gb|CAA42550.1|ARO:3003028|lmrA,25.287,lt_40,antibiotic efflux,antibiotic efflux,1
gb|WP_124470450.1|ARO:3007494|tet(64),gb|NP_214705.1|ARO:3004981|Mtub_Rv0191_PZA,34.375,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|NP_706356.2|ARO:3007509|Sfle_acrA,gb|QIH19826.1|ARO:3005004|Ngon_mtrC_AZM,45.455,40_to_70,antibiotic efflux,antibiotic efflux,1
gb|BAL43360.1|ARO:3003745|mef(C),gb|NP_215774.1|ARO:3004971|Mtub_tap_STR,22.475,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AAK99775.1|ARO:3000614|mef(E),gb|NP_214705.1|ARO:3004981|Mtub_Rv0191_PZA,34.694,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|QNR09091.1|ARO:3007044|mef(F),gb|NP_215774.1|ARO:3004971|Mtub_tap_STR,24.185,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|NP_217372.1|ARO:3007659|Rv2856,gb|CDJ72759.1|ARO:3003899|Ecol_PtsI_FOF,26.087,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|NP_216393.1|ARO:3007662|Rv1877,gb|CAA42550.1|ARO:3003028|lmrA,30.96,lt_40,antibiotic efflux,antibiotic efflux,1
gb|AMD83542.1|ARO:3007669|aadT,gb|CAA42550.1|ARO:3003028|lmrA,25.0,lt_40,antibiotic efflux,antibiotic efflux,1
gb|WPF67354.1|ARO:3007838|tet(65),gb|NP_214705.1|ARO:3004981|Mtub_Rv0191_PZA,30.682,lt_40,antibiotic efflux,antibiotic target alteration,0
gb|AAP74657.1|ARO:3000600|Erm(34),gb|WP_001153763.1|ARO:3007052|Hpyl_gyrA_FLO,50.0,40_to_70,antibiotic target alteration,antibiotic target alteration,1
gb|AGH19769.1|ARO:3003198|rmtH,gb|QTH61293.1|ARO:3007531|Spyo_PBP2x_BLA,28.571,lt_40,antibiotic target alteration,antibiotic target alteration,1
gb|CAB60001.1|ARO:3000326|ErmE,gb|AJP09758.1|ARO:3004681|Cdif_rpoC_VAN,34.0,lt_40,antibiotic target alteration,antibiotic target alteration,1
gb|BAH45481.1|ARO:3002815|clbB,gb|NP_214856.1|ARO:3007798|Mtub_iniA_INH,25.455,lt_40,antibiotic target alteration,antibiotic efflux,0
gb|BAA03674.1|ARO:3001300|myrA,gb|ADK17136.1|ARO:3004563|Cdif_rpoB_RIF,43.333,40_to_70,antibiotic target alteration,antibiotic target alteration,1
gb|AEP40500.1|ARO:3002912|vanN,gb|AAB17902.2|ARO:3003970|ddl,33.429,lt_40,antibiotic target alteration,antibiotic target alteration,1
gb|AAA99931.1|ARO:3003060|tsnR,gb|NP_215705.1|ARO:3004932|Mtub_sigI_INH,27.848,lt_40,antibiotic target alteration,antibiotic target alteration,1
gb|AAB05622.1|ARO:3002921|vanR_in_vanB_cl,gb|AAG08162.1|ARO:3003582|basR,34.404,lt_40,antibiotic target alteration,antibiotic efflux,0
gb|AAA99503.1|ARO:3003250|bcrC,gb|AQA08261.1|ARO:3004097|Smit_CdsA_DAP,26.984,lt_40,antibiotic target alteration,antibiotic target alteration,1
gb|BAF80809.1|ARO:3002665|npmA,gb|NP_218436.2|ARO:3003470|Mtub_gidB_STR,29.268,lt_40,antibiotic target alteration,antibiotic target alteration,1
gb|CAM96571.1|ARO:3004605|ermZ,gb|AAB52541.1|ARO:3004833|Ngon_PBP1_BLA,29.487,lt_40,antibiotic target alteration,antibiotic target alteration,1
gb|CAA66307.2|ARO:3000592|ErmN,gb|CAA38861.1|ARO:3007423|Ecol_PBP3_BLA,26.19,lt_40,antibiotic target alteration,antibiotic target alteration,1
gb|AAC36915.1|ARO:3000593|ErmQ,gb|NP_215774.1|ARO:3004971|Mtub_tap_STR,34.146,lt_40,antibiotic target alteration,antibiotic target alteration,1
gb|AAS79458.1|ARO:3001302|chrB,gb|AAL97684.1|ARO:3003387|Spyo_folP_SLF,26.263,lt_40,antibiotic target alteration,antibiotic target alteration,1
gb|AAR84672.1|ARO:3002925|vanR_in_vanF_cl,gb|AAG08162.1|ARO:3003582|basR,36.726,lt_40,antibiotic target alteration,antibiotic efflux,0
gb|ABA71732.1|ARO:3003069|vanXY_in_vanG,gb|AAL82403.1|ARO:3003297|Bbac_gyrA_FLO,37.037,lt_40,antibiotic target alteration,antibiotic target alteration,1
gb|ABX54687.1|ARO:3002910|vanL,gb|AAB17902.2|ARO:3003970|ddl,37.465,lt_40,antibiotic target alteration,antibiotic target alteration,1
gb|CAA44667.1|ARO:3001305|ErmU,gb|NP_215783.1|ARO:3003455|Mtub_embR_EMB,26.471,lt_40,antibiotic target alteration,antibiotic target alteration,1
gb|AAA24786.1|ARO:3000368|vanC,gb|AAB17902.2|ARO:3003970|ddl,36.782,lt_40,antibiotic target alteration,antibiotic target alteration,1
gb|CCP44758.1|ARO:3000392|Erm(37),gb|CAC29732.1|ARO:3003389|Mlep_folP_DAO,38.71,lt_40,antibiotic target alteration,antibiotic target alteration,1
gb|AAD12162.1|ARO:3001299|Sfra_tlrB_TYL,gb|CAG39047.1|ARO:3003794|Saur_walK_DAP,25.974,lt_40,antibiotic target alteration,antibiotic target alteration,1
gb|ABX54691.1|ARO:3002927|vanR_in_vanL_cl,gb|AAG08162.1|ARO:3003582|basR,31.441,lt_40,antibiotic target alteration,antibiotic efflux,0
gb|AGZ55247.1|ARO:3002814|clbA,gb|NP_215182.1|ARO:3004994|Mtub_rpoC_RIF,26.374,lt_40,antibiotic target alteration,antibiotic target alteration,1
gb|AAA88675.1|ARO:3000498|ErmF,gb|NP_218436.2|ARO:3003470|Mtub_gidB_STR,33.333,lt_40,antibiotic target alteration,antibiotic target alteration,1
gb|BAE78116.1|ARO:3003576|eptA,gb|AAA25463.1|ARO:3004832|Ngon_PBP2_BLA,29.032,lt_40,antibiotic target alteration,antibiotic target alteration,1
gb|AAB05624.1|ARO:3002956|vanY_in_vanB_cl,gb|NP_217456.1|ARO:3004978|Mtub_mas_PZA,25.0,lt_40,antibiotic target alteration,antibiotic target alteration,1
gb|AAL27443.1|ARO:3002967|vanXY_in_vanE,gb|NP_217449.1|ARO:3004975|Mtub_ppsC_PZA,31.579,lt_40,antibiotic target alteration,antibiotic target alteration,1
gb|AAO82019.1|ARO:3004254|vanV_in_vanB_cl,gb|NP_216944.1|ARO:3004921|Mtub_ahpC_INH,37.5,lt_40,antibiotic target alteration,antibiotic target alteration,1
gb|CAL64019.1|ARO:3003441|cfrA,gb|WP_010891786.1|ARO:3003309|Uure_parC_FLO,37.143,lt_40,antibiotic target alteration,antibiotic target alteration,1
gb|CBY77552.1|ARO:3003106|Erm(42),gb|AAB52541.1|ARO:3004833|Ngon_PBP1_BLA,26.667,lt_40,antibiotic target alteration,antibiotic target alteration,1
gb|AAA26742.1|ARO:3001304|ErmS,gb|NP_216146.1|ARO:3004721|Mtub_rpsA_PZA,26.786,lt_40,antibiotic target alteration,antibiotic target alteration,1
gb|AAA65953.1|ARO:3002919|vanR_in_vanA_cl,gb|AAG08162.1|ARO:3003582|basR,35.371,lt_40,antibiotic target alteration,antibiotic efflux,0
gb|AAM09849.1|ARO:3000005|vanD,gb|NP_217497.1|ARO:3004941|Mtub_ddlA_DCS,37.571,lt_40,antibiotic target alteration,antibiotic target alteration,1
gb|AHA41499.1|ARO:3002948|vanH_in_vanO_cl,gb|AJF83452.1|ARO:3003574|LpxC,30.263,lt_40,antibiotic target alteration,antibiotic target alteration,1
gb|AAA98296.1|ARO:3000250|ErmC,gb|WP_004025678.1|ARO:3003305|Uure_gyrB_FLO,26.596,lt_40,antibiotic target alteration,antibiotic target alteration,1
gb|AAL68827.1|ARO:3000605|Erm(36),gb|AFK57679.1|ARO:3003438|Efac_EFTu_GE2A,24.286,lt_40,antibiotic target alteration,antibiotic target alteration,1
gb|CAP07796.1|ARO:3000860|rmtB,gb|BAA11086.1|ARO:3003314|Saur_parE_AMU,39.024,lt_40,antibiotic target alteration,antibiotic target alteration,1
gb|AAC75089.1|ARO:3003577|ugd,gb|ABD31357.1|ARO:3003074|Saur_cls_DAP,30.357,lt_40,antibiotic target alteration,antibiotic target alteration,1
gb|AAF86642.1|ARO:3002933|vanS_in_vanC_cl,gb|CAG39047.1|ARO:3003794|Saur_walK_DAP,25.893,lt_40,antibiotic target alteration,antibiotic target alteration,1
gb|CAA26964.1|ARO:3000347|ErmA,gb|AAO79895.1|ARO:3003797|Efae_YybT_DAP,35.0,lt_40,antibiotic target alteration,antibiotic target alteration,1
gb|AAC37034.1|ARO:3000522|ErmG,gb|WP_001182024.1|ARO:3007053|Hpyl_gyrB_FLO,24.8,lt_40,antibiotic target alteration,antibiotic target alteration,1
gb|AAN86837.2|ARO:3000601|Erm(38),gb|AAG08352.1|ARO:3003685|Paer_parE_FLO,26.667,lt_40,antibiotic target alteration,antibiotic target alteration,1
gb|AHH83938.1|ARO:3000013|vanB,gb|NP_217497.1|ARO:3004941|Mtub_ddlA_DCS,36.544,lt_40,antibiotic target alteration,antibiotic target alteration,1
gb|AAA22597.1|ARO:3000495|ErmD,gb|NP_215705.1|ARO:3004932|Mtub_sigI_INH,47.619,40_to_70,antibiotic target alteration,antibiotic target alteration,1
gb|AAM09851.1|ARO:3002923|vanR_in_vanD_cl,gb|AAG08162.1|ARO:3003582|basR,32.035,lt_40,antibiotic target alteration,antibiotic efflux,0
gb|CAA11706.1|ARO:3001303|ErmO-srmA,gb|YP_177687.1|ARO:3004960|Mtub_ponA1_RFB,61.538,40_to_70,antibiotic target alteration,antibiotic target alteration,1
gb|AAC69327.1|ARO:3000598|Erm(31),gb|NP_217296.1|ARO:3004945|Mtub_ald_DCS,34.615,lt_40,antibiotic target alteration,antibiotic target alteration,1
gb|ABA71731.1|ARO:3002909|vanG,gb|NP_217497.1|ARO:3004941|Mtub_ddlA_DCS,34.916,lt_40,antibiotic target alteration,antibiotic target alteration,1
gb|AAB51440.1|ARO:3002824|ErmV,gb|WP_001182024.1|ARO:3007053|Hpyl_gyrB_FLO,30.952,lt_40,antibiotic target alteration,antibiotic target alteration,1
gb|AAC32026.1|ARO:3002823|ErmH,gb|AAG06556.1|ARO:3003684|Paer_gyrA_FLO,25.806,lt_40,antibiotic target alteration,antibiotic target alteration,1
gb|AAS76623.1|ARO:3004606|erm(40),gb|EGP45233.1|ARO:3004145|AxyZ,28.846,lt_40,antibiotic target alteration,antibiotic efflux,0
gb|AAC69328.1|ARO:3001265|Erm(30),gb|NP_218371.1|ARO:3005178|Mtub_ethA_PCL,39.286,lt_40,antibiotic target alteration,antibiotic target alteration,1
gb|AAA98096.1|ARO:3000595|ErmT,gb|ABM44583.1|ARO:3003302|Bbac_gyrA_AMU,27.5,lt_40,antibiotic target alteration,antibiotic target alteration,1
gb|AGE00988.1|ARO:3002668|rmtG,gb|WP_000670110.1|ARO:3007055|Hpyl_rdxA_MTZ,44.444,40_to_70,antibiotic target alteration,antibiotic target alteration,1
gb|ADC55560.1|ARO:3000858|armA,gb|WP_001182024.1|ARO:3007053|Hpyl_gyrB_FLO,38.0,lt_40,antibiotic target alteration,antibiotic target alteration,1
